full_name,sex,profession,hourly_salary,date_of_birth,weight,height,city_of_origin,last_seen,satisfaction_score,sleep_1,sleep_2,sleep_3
Daniel Nabokov,m,bookkeeper,15.5,9/18/91,66.0,160.0,Birmingham,2208-02-24,0.7816091954022988,8.0,8.3,8.4
Helen McConaughey,f,electrician,14.0,11/4/95,71.0,196.0,Sydney,2208-02-14,0.8333333333333333,7.7,7.8,8.5
Michael Harris,m,bartender,11.8,5/25/93,73.0,197.0,New York,2208-02-16,0.5804597701149425,7.7,8.6,6.5
Jennifer Davis,f,manager,12.0,5/13/88,79.0,163.0,London,2208-02-17,0.67816091954023,7.4,8.2,8.6
Jennifer Gallager,f,,16.5,11/3/85,92.0,178.0,Vancouver,2208-02-24,0.9195402298850576,8.8,8.6,7.9
Shirley Smith,f,cashier,10.0,4/15/94,88.0,198.0,Sydney,2208-02-20,0.5977011494252874,9.8,6.2,8.4
Christopher Dickens,m,trader,15.5,10/21/87,76.0,196.0,Toronto,2208-02-24,0.8735632183908046,,9.4,8.0
Jason Gonzalez,m,manager,12.5,9/26/75,69.0,161.0,London,2208-02-14,0.5172413793103449,7.4,,6.7
Diane Smith,f,server,9.9,6/9/75,68.0,188.0,New York,2208-02-24,0.48275862068965514,7.3,9.3,
Carl Joyce,m,bookkeeper,16.5,1/27/83,66.0,188.0,Manchester,2208-02-14,0.8505747126436781,9.4,8.1,6.7
Linda Rodriguez,f,,10.2,12/23/88,90.0,189.0,Montreal,2208-02-22,0.5172413793103449,10.1,,7.5
Sarah Martinez,f,cook,11.8,12/6/71,83.0,169.0,Los Angeles,,,7.4,5.5,8.6
Melissa London,f,laborer,14.0,3/15/82,84.0,185.0,Brisbane,2208-02-15,0.7011494252873564,8.3,9.5,8.0
Bruce Golding,m,bookkeeper,16.3,7/18/77,67.0,191.0,Brisbane,2208-02-18,0.7471264367816092,10.3,7.6,7.5
Eugene Martinez,m,clerk,15.7,10/18/76,77.0,187.0,Vancouver,2208-02-16,0.7068965517241378,7.4,7.2,8.5
Andrew Bradbury,m,laborer,14.3,3/16/80,79.0,184.0,Toronto,2208-02-17,0.706896551724138,6.5,7.2,8.3
Joshua Rodriguez,m,bartender,12.0,12/10/84,73.0,166.0,Sydney,2208-02-23,0.5402298850574713,8.9,6.9,7.3
Anna Kafka,f,trader,14.5,6/25/97,65.0,190.0,Brisbane,2208-02-24,0.8735632183908046,7.3,7.3,8.9
Christine Dickens,f,cook,12.2,8/8/72,87.0,179.0,Toronto,,0.5977011494252874,6.9,6.3,9.1
Nathan Perez,m,carpenter,13.9,8/24/96,,174.0,Los Angeles,2208-02-16,0.7758620689655173,9.3,8.2,9.7
Grace Williams,f,cook,,4/7/62,90.0,170.0,Melbourne,2208-02-19,,7.5,6.0,5.9
Kenneth Granger,m,electrician,14.0,6/7/84,90.0,174.0,Brisbane,2208-02-16,0.7126436781609196,7.9,8.8,7.6
Pamela Forster,f,carpenter,,10/16/87,,182.0,Los Angeles,2208-02-24,0.7298850574712644,7.9,7.5,6.7
Sara Morrison,f,police officer,14.0,8/24/60,74.0,170.0,Brisbane,2208-02-19,0.5747126436781609,8.0,9.5,9.2
Theresa Hemingway,f,cashier,10.5,9/17/79,78.0,160.0,Melbourne,2208-02-18,0.5402298850574713,8.8,8.7,7.7
Eric Harris,m,electrician,14.5,11/3/64,94.0,179.0,Toronto,2208-02-24,0.6264367816091954,7.3,8.5,7.6
Christian Hansen,m,developer,14.0,1/16/92,81.0,193.0,Los Angeles,2208-02-19,0.7586206896551724,7.9,8.8,7.2
Karen Joyce,f,carpenter,14.0,8/25/88,81.0,171.0,Brisbane,2208-02-21,0.6781609195402297,8.3,6.8,9.5
Amber Watson,f,bookkeeper,16.0,4/26/72,77.0,,Sydney,2208-02-24,0.8160919540229886,7.1,8.1,7.9
Alexander Fitzgerald,m,manager,11.7,,66.0,195.0,Montreal,2208-02-19,0.557471264367816,7.3,8.0,9.5
Natalie Salinger,f,electrician,14.0,9/3/98,89.0,163.0,Brisbane,2208-02-17,0.8505747126436781,8.1,7.4,8.8
Carolyn Proust,f,gardener,10.0,1/26/96,76.0,188.0,Brisbane,2208-02-22,0.4942528735632184,,7.6,9.6
Brittany Watson,f,cook,11.5,10/16/70,65.0,164.0,Sydney,2208-02-15,0.4885057471264367,6.1,8.8,8.5
Jesse Carry,m,police officer,,8/25/76,71.0,,Melbourne,2208-02-20,0.614942528735632,,6.6,9.9
Willie Weasley,m,plant worker,10.0,12/8/63,94.0,171.0,London,2208-02-16,0.3045977011494253,7.8,7.6,8.3
Beverly Perez,f,bookkeeper,15.5,5/20/82,66.0,,Vancouver,2208-02-24,0.7873563218390806,7.5,8.5,
Katherine Robinson,f,clerk,15.9,8/8/70,81.0,195.0,Sydney,2208-02-21,0.7413793103448276,8.0,9.3,8.3
Patricia Maddison,f,bartender,12.2,10/10/75,84.0,198.0,Los Angeles,2208-02-24,0.6149425287356323,9.4,8.3,8.3
Hannah Wright,,,12.0,11/21/99,,178.0,New York,2208-02-12,0.6264367816091954,,8.5,8.6
Stephanie Conrad,f,cook,12.0,2/3/80,83.0,174.0,Sydney,2208-02-13,0.5172413793103449,8.5,8.0,
Philip Martinez,m,janitor,8.1,10/5/60,70.0,175.0,Melbourne,2208-02-17,0.293103448275862,8.6,8.2,8.5
Juan London,m,trader,14.8,11/18/72,71.0,199.0,Toronto,2208-02-24,0.6321839080459769,9.1,8.0,9.3
Julie Holmes,f,trader,15.0,3/11/73,77.0,181.0,London,2208-02-13,0.764367816091954,9.2,8.9,8.5
Peter Bradbury,m,developer,14.0,1/4/73,,,,2208-02-15,0.5919540229885056,7.4,8.2,6.3
,m,laborer,13.8,9/15/68,72.0,166.0,Brisbane,2208-02-18,0.5517241379310345,8.5,9.5,8.1
Denise Clark,f,plant worker,10.1,12/25/77,89.0,191.0,Toronto,2208-02-14,0.39080459770114945,8.0,7.2,8.6
Shirley Martinez,f,police officer,14.0,9/15/80,83.0,184.0,Toronto,2208-02-24,0.7471264367816092,9.2,6.7,
David London,m,electrician,13.5,3/18/83,73.0,198.0,,2208-02-24,,8.7,8.8,8.2
Katherine O'Hara,f,police officer,13.9,2/3/69,86.0,187.0,London,2208-02-22,0.67816091954023,8.5,7.0,
Nicole Fitzgerald,f,clerk,15.8,10/27/86,83.0,162.0,Melbourne,2208-02-15,0.8275862068965517,6.9,7.1,6.7
Jessica Weasley,f,server,9.7,10/5/94,71.0,198.0,New York,2208-02-17,0.46551724137931033,9.3,9.0,7.7
Stephanie Smith,f,bartender,12.1,2/23/92,65.0,193.0,New York,2208-02-13,0.6494252873563218,8.0,9.7,6.8
Frank Fitzgerald,m,laborer,14.1,5/2/67,69.0,176.0,,2208-02-12,0.6781609195402298,8.2,,7.4
Susan Orwell,f,laborer,14.0,,81.0,,Montreal,,0.8563218390804598,,7.7,8.7
Austin Holmes,m,plant worker,10.1,7/22/60,93.0,,Sydney,2208-02-15,0.40804597701149425,8.9,7.9,6.9
Evelyn Lawrence,f,police officer,13.8,8/17/76,78.0,176.0,Birmingham,2208-02-22,0.6551724137931035,7.8,6.8,8.2
Catherine Miller,f,cashier,10.3,5/18/71,70.0,170.0,Seattle,2208-02-24,0.367816091954023,8.1,5.8,
Donald Thomas,m,manager,12.0,10/20/71,93.0,192.0,Montreal,2208-02-19,0.5229885057471264,6.5,6.5,7.8
Willie London,m,bookkeeper,16.2,6/21/84,67.0,168.0,Montreal,2208-02-17,0.7816091954022988,6.6,5.6,7.7
Stephanie Garcia,f,bookkeeper,16.3,3/6/68,70.0,175.0,Sydney,2208-02-19,0.6954022988505747,7.4,6.8,8.3
Justin Watson,m,server,10.1,9/25/96,67.0,162.0,Brisbane,2208-02-16,,7.0,8.1,8.9
,f,cook,12.0,9/12/86,67.0,178.0,Melbourne,2208-02-22,0.5517241379310345,7.9,5.6,8.2
Austin Gilmour,,developer,14.5,5/14/77,66.0,185.0,Melbourne,2208-02-23,0.7011494252873564,8.9,8.7,8.3
Roy Heller,m,laborer,13.8,7/8/95,91.0,177.0,Toronto,2208-02-15,0.764367816091954,7.6,8.6,8.7
Kevin Hall,m,plant worker,9.8,9/19/81,75.0,177.0,Sydney,2208-02-21,0.5114942528735632,9.3,6.5,7.9
Stephen Smith,m,developer,14.0,1/21/73,78.0,164.0,New York,2208-02-21,0.7068965517241379,7.1,7.9,8.7
Harold Perez,m,bartender,,10/18/65,88.0,168.0,Seattle,2208-02-23,0.48275862068965514,7.5,8.5,7.5
Austin O'Hara,m,laborer,14.0,5/10/89,91.0,185.0,Melbourne,2208-02-13,0.6839080459770114,9.6,7.4,6.4
Sophia Williams,f,bartender,12.0,12/9/90,74.0,169.0,Los Angeles,2208-02-13,0.689655172413793,,7.0,6.1
Shirley Brown,f,cook,11.8,12/22/87,85.0,175.0,New York,2208-02-24,0.6034482758620692,8.4,9.6,6.8
Kyle Potter,m,manager,11.8,3/16/98,65.0,166.0,Manchester,2208-02-23,0.6666666666666667,6.9,8.5,8.4
Amber Jones,f,electrician,14.1,9/13/82,78.0,186.0,London,2208-02-24,0.764367816091954,7.8,,8.8
Helen Banner,f,bartender,12.0,5/24/74,88.0,199.0,Montreal,2208-02-15,0.5977011494252874,7.5,6.1,9.3
Brenda Martinez,f,server,10.0,4/11/84,82.0,179.0,Brisbane,2208-02-24,0.48275862068965514,7.2,5.9,
Nathan Fitzgerald,m,cashier,10.0,8/22/89,80.0,195.0,Brisbane,2208-02-13,0.5114942528735632,7.7,8.3,7.8
Bryan Cobain,m,server,9.9,8/8/76,66.0,165.0,Birmingham,2208-02-12,0.3735632183908046,7.6,8.5,6.4
John Robinson,m,trader,,1/27/91,,160.0,,2208-02-24,0.7988505747126436,8.5,10.0,7.2
Arthur Lopez,m,bartender,11.9,10/9/85,78.0,176.0,New York,2208-02-23,0.6551724137931035,9.4,7.8,7.0
Marie Woolf,f,developer,14.5,2/6/62,70.0,160.0,Sydney,2208-02-22,0.6724137931034483,8.0,7.6,
Joan Hansen,f,bartender,12.1,8/23/71,91.0,160.0,Brisbane,2208-02-16,0.528735632183908,8.0,7.8,7.8
Henry McConaughey,m,laborer,13.9,5/28/61,66.0,161.0,Seattle,2208-02-24,0.5747126436781609,8.3,8.4,8.6
Aaron Cobain,m,cook,11.5,12/15/81,73.0,177.0,Seattle,2208-02-24,0.4942528735632184,6.6,8.9,8.6
Henry Woolf,m,janitor,8.0,5/28/66,85.0,177.0,New York,2208-02-16,0.26436781609195403,8.0,7.6,8.3
Harold Lee,m,bookkeeper,16.3,10/5/75,75.0,162.0,Montreal,2208-02-24,0.7931034482758621,9.5,7.0,8.3
Julie Marquez,f,developer,14.0,6/19/61,69.0,189.0,,2208-02-22,0.5804597701149424,7.2,8.1,8.7
Natalie Nabokov,f,,13.7,7/20/96,81.0,162.0,Melbourne,2208-02-14,0.7068965517241378,8.5,6.3,7.3
,m,bartender,11.7,7/3/86,72.0,165.0,Sydney,2208-02-23,0.5919540229885056,5.8,9.2,6.8
Kimberly Hall,f,laborer,14.0,6/18/61,,,London,2208-02-18,0.6379310344827586,8.6,9.7,
Ann Martinez,f,bookkeeper,15.7,9/3/87,70.0,199.0,Sydney,2208-02-24,0.8850574712643678,8.5,6.0,
Doris Morrison,f,,,9/9/92,93.0,177.0,Brisbane,2208-02-24,0.3735632183908047,8.4,7.1,6.2
Nathan Brown,m,cook,12.1,8/11/70,68.0,199.0,Montreal,2208-02-13,0.46551724137931033,7.9,,7.3
Jonathan Laurie,m,carpenter,14.0,4/26/89,72.0,180.0,,2208-02-24,,8.2,7.4,8.4
William Cobain,m,carpenter,14.0,1/23/64,89.0,160.0,Toronto,2208-02-12,0.5402298850574713,7.7,9.1,7.0
Rachel Granger,f,electrician,14.2,11/16/68,65.0,162.0,Montreal,2208-02-17,0.5747126436781609,8.7,7.8,7.3
Elizabeth Jackson,f,carpenter,13.5,4/12/99,74.0,193.0,Montreal,2208-02-22,0.7126436781609196,8.2,,8.6
Carl Conrad,m,janitor,8.5,6/19/85,80.0,195.0,Manchester,2208-02-24,0.3448275862068965,8.9,8.4,7.6
Juan Gilmour,m,manager,12.1,9/17/77,91.0,174.0,Sydney,2208-02-22,0.5057471264367817,7.9,7.2,8.7
Bobby Bradbury,m,bookkeeper,16.0,3/24/99,86.0,163.0,Montreal,2208-02-17,0.971264367816092,9.2,9.3,9.9
Lawrence Dickens,m,plant worker,10.0,11/18/69,71.0,162.0,Los Angeles,2208-02-22,0.45402298850574707,8.4,7.2,7.9
Nicole O'Hara,f,server,10.0,6/4/90,68.0,187.0,Seattle,2208-02-23,0.4597701149425288,6.8,7.7,7.2
Kevin O'Hara,m,police officer,,10/15/79,71.0,194.0,Manchester,2208-02-12,0.6551724137931034,8.2,8.5,7.6
Diane Harris,f,janitor,8.0,2/10/65,89.0,,Sydney,2208-02-24,0.3160919540229885,8.7,8.7,7.7
Susan Fry,f,developer,14.0,,70.0,192.0,London,2208-02-19,0.7413793103448275,8.4,7.6,7.6
,m,server,10.0,11/22/81,77.0,197.0,Los Angeles,2208-02-22,0.5229885057471264,8.7,10.5,8.5
Juan Dreiser,m,bookkeeper,16.0,12/8/82,73.0,198.0,Brisbane,2208-02-22,0.8160919540229886,9.8,7.8,8.8
Judith Roth,f,,10.1,9/28/92,67.0,181.0,Seattle,2208-02-12,0.5919540229885057,8.3,8.0,8.1
Julia Jones,f,bartender,12.0,2/3/68,,163.0,Montreal,2208-02-12,0.5632183908045977,9.2,7.2,
Julie Thompson,f,electrician,14.0,6/12/90,67.0,171.0,Montreal,2208-02-19,0.8045977011494252,8.2,9.5,8.2
Carolyn Granger,f,plant worker,10.2,9/23/74,78.0,196.0,Los Angeles,2208-02-16,0.4942528735632184,10.2,5.7,6.4
Harold McConaughey,m,police officer,14.5,2/24/88,68.0,178.0,London,2208-02-17,0.7068965517241379,7.5,8.8,8.1
Beverly Robinson,f,cashier,9.9,,92.0,160.0,Seattle,2208-02-16,0.3448275862068965,7.8,6.2,7.3
,m,manager,11.5,6/2/87,93.0,177.0,Seattle,2208-02-20,0.5862068965517242,9.2,6.6,8.9
Steven Conrad,m,laborer,13.5,8/13/72,83.0,194.0,Los Angeles,2208-02-17,0.5574712643678161,8.4,8.7,8.0
Megan Bradbury,f,gardener,10.5,8/21/61,92.0,162.0,Montreal,2208-02-23,0.32183908045977017,8.7,8.6,7.8
Cynthia Nabokov,f,bartender,11.9,4/5/99,93.0,162.0,Birmingham,2208-02-13,0.6206896551724137,8.6,7.9,9.4
Mark Hansen,m,cashier,9.8,4/11/70,93.0,161.0,London,2208-02-13,0.3333333333333334,8.4,8.4,7.5
Andrea Dickens,f,manager,12.2,3/27/96,71.0,187.0,Los Angeles,2208-02-16,0.6206896551724137,8.2,7.9,7.9
Benjamin Mikkelsen,m,electrician,13.7,9/9/73,71.0,188.0,Manchester,2208-02-22,0.5747126436781609,7.0,8.5,7.1
Angela Radcliffe,,cashier,10.3,2/4/60,83.0,191.0,New York,2208-02-23,0.3045977011494253,8.4,7.5,7.8
Philip Miller,m,cook,12.0,10/15/97,65.0,193.0,Birmingham,2208-02-16,0.614942528735632,9.3,9.1,8.1
Barbara Lawrence,f,plant worker,10.5,9/10/82,69.0,170.0,Sydney,2208-02-24,0.442528735632184,,7.9,9.0
Paul Woolf,m,bookkeeper,16.3,5/4/77,85.0,171.0,Los Angeles,2208-02-16,0.8045977011494254,8.5,7.3,6.5
Lisa Mikkelsen,f,manager,12.0,4/6/82,,196.0,,2208-02-15,0.5862068965517242,9.6,7.6,7.8
Dennis Lee,m,police officer,13.9,3/28/79,92.0,166.0,Brisbane,2208-02-21,0.7356321839080461,8.4,9.2,7.7
Lisa Gallager,f,bookkeeper,15.5,1/20/84,66.0,164.0,Seattle,2208-02-24,0.7413793103448276,6.9,9.5,8.0
Kyle Salinger,m,bookkeeper,15.9,1/14/74,85.0,188.0,,2208-02-17,0.764367816091954,7.3,7.2,7.0
Justin McConaughey,m,gardener,10.5,4/14/76,83.0,189.0,London,2208-02-24,0.4655172413793104,9.6,7.8,6.2
Joyce Nabokov,f,developer,14.0,1/13/60,,167.0,New York,2208-02-24,0.6321839080459769,7.7,8.8,
Mark Woolf,m,manager,12.0,12/13/92,94.0,190.0,New York,2208-02-24,0.586206896551724,9.5,7.3,
Nancy Marquez,f,trader,15.0,8/26/99,72.0,171.0,Montreal,2208-02-13,0.8563218390804598,8.8,7.4,7.1
Virginia Holmes,f,cook,12.2,10/14/98,84.0,161.0,Sydney,2208-02-21,0.689655172413793,,9.2,8.3
Joshua Heller,m,bookkeeper,16.2,9/3/89,92.0,161.0,Los Angeles,2208-02-21,0.8678160919540229,9.6,9.1,7.0
,m,laborer,14.5,10/28/97,65.0,177.0,Los Angeles,2208-02-24,0.8735632183908046,8.6,7.6,7.0
Margaret Lawrence,f,police officer,13.7,2/8/99,77.0,194.0,Toronto,2208-02-18,0.7816091954022988,7.2,7.2,7.7
Jean Moore,f,police officer,13.9,3/1/94,75.0,176.0,Seattle,2208-02-13,0.8218390804597702,8.3,8.6,8.5
Ashley Hernandez,f,server,9.8,11/5/83,87.0,189.0,Montreal,2208-02-18,0.4080459770114943,7.1,6.3,8.7
Kathleen Waters,f,developer,14.1,6/14/89,92.0,173.0,Vancouver,2208-02-16,0.6896551724137929,9.0,9.1,8.7
Jacob Taylor,m,developer,14.2,3/19/92,87.0,181.0,Birmingham,2208-02-21,0.8275862068965517,9.8,8.1,
Sandra Salinger,f,laborer,13.7,3/8/94,84.0,192.0,Seattle,2208-02-24,0.7528735632183907,7.9,7.9,
Jessica Lennon,f,police officer,14.0,11/7/94,71.0,196.0,Montreal,2208-02-19,0.8275862068965517,8.0,,
Judy Miller,f,electrician,14.1,4/13/95,88.0,198.0,Montreal,2208-02-24,0.7241379310344827,9.1,8.4,9.5
Grace Dreiser,f,plant worker,10.0,4/13/68,69.0,187.0,Manchester,2208-02-13,0.3908045977011494,8.0,8.1,8.0
,m,bookkeeper,15.8,4/23/61,,174.0,Manchester,2208-02-18,0.7413793103448276,,7.0,7.3
Jack Mercury,,,14.0,1/26/83,66.0,166.0,Vancouver,2208-02-22,,7.4,7.4,7.5
Amy Waters,f,,11.7,12/28/66,92.0,172.0,Brisbane,2208-02-18,0.5344827586206896,8.6,8.6,
Michael Banner,m,cook,12.0,6/15/80,81.0,187.0,Montreal,2208-02-24,0.5747126436781609,8.0,8.8,7.3
George Williams,m,trader,14.9,1/14/81,72.0,185.0,Seattle,2208-02-24,0.8045977011494254,7.3,7.3,6.1
Austin Bradbury,m,cook,12.5,8/2/67,78.0,169.0,Brisbane,2208-02-13,0.47126436781609193,7.1,8.4,9.6
Henry Jackson,m,clerk,15.5,2/2/98,70.0,191.0,London,2208-02-21,0.82183908045977,7.6,7.7,9.2
Rose Rodriguez,f,bookkeeper,15.8,12/24/90,94.0,184.0,Montreal,2208-02-24,0.8505747126436781,9.2,9.7,7.9
Janet Huxley,f,trader,14.9,,71.0,167.0,Melbourne,2208-02-24,,7.5,7.1,8.8
Raymond Miller,m,bookkeeper,15.9,11/17/61,69.0,185.0,Montreal,2208-02-22,0.632183908045977,8.2,9.3,10.3
Amanda Granger,f,clerk,15.9,4/22/85,94.0,168.0,Sydney,2208-02-16,0.8275862068965518,9.0,8.5,7.7
Joyce Huxley,f,plant worker,10.0,4/9/61,83.0,177.0,Seattle,2208-02-23,0.2931034482758621,7.0,8.6,9.0
Christine Clark,f,electrician,13.5,12/1/61,66.0,165.0,Manchester,2208-02-20,0.5517241379310345,8.0,8.9,7.7
Madison Conrad,f,plant worker,10.1,2/6/65,72.0,172.0,Toronto,2208-02-21,0.37931034482758624,9.3,7.3,7.9
Jacqueline Taylor,f,bookkeeper,15.5,1/24/89,88.0,160.0,Los Angeles,2208-02-23,0.8275862068965517,9.0,6.9,6.8
Jonathan Proust,m,gardener,10.0,5/26/68,94.0,,Toronto,2208-02-14,0.44827586206896547,8.9,8.0,9.3
Joe Williams,m,developer,14.1,7/7/86,68.0,175.0,Vancouver,2208-02-15,0.7298850574712644,7.1,6.5,8.3
Bradley Lewis,m,clerk,16.0,1/3/69,91.0,,Sydney,2208-02-24,,7.4,7.7,6.8
Theresa Banner,f,carpenter,14.2,3/7/80,65.0,175.0,New York,2208-02-24,0.7011494252873564,8.7,8.9,7.1
Larry Laurie,m,clerk,15.5,11/7/72,93.0,178.0,Birmingham,2208-02-13,0.7873563218390806,6.3,7.7,9.6
Johnny Vonnegut,m,developer,14.0,9/25/88,72.0,168.0,Birmingham,2208-02-16,0.6781609195402297,,8.4,8.2
Kelly Moore,f,trader,15.5,3/8/71,72.0,195.0,Sydney,2208-02-24,0.6666666666666666,10.0,10.7,8.0
Denise Marquez,f,server,9.8,5/28/64,80.0,176.0,New York,2208-02-24,0.4137931034482759,8.8,6.8,6.4
Philip Mikkelsen,m,carpenter,14.0,2/20/91,84.0,198.0,Sydney,2208-02-16,0.8103448275862069,6.8,8.2,7.1
Gerald Robinson,m,clerk,15.9,10/27/88,91.0,,Montreal,2208-02-24,0.7873563218390806,8.5,8.4,9.3
Gregory Gallager,m,electrician,14.0,1/16/86,91.0,,Birmingham,2208-02-20,0.7241379310344827,7.3,6.7,8.8
Nicole Granger,f,manager,12.0,9/15/75,89.0,171.0,Vancouver,2208-02-18,0.603448275862069,8.5,8.8,
Isabella Watson,f,server,9.8,7/21/60,93.0,171.0,Toronto,2208-02-22,,6.8,7.1,6.9
Philip Woolf,m,police officer,14.1,5/13/73,81.0,191.0,Manchester,2208-02-24,0.7126436781609196,7.1,7.9,9.2
Walter Perez,m,cook,12.0,5/21/91,82.0,189.0,Sydney,2208-02-15,0.6954022988505747,8.5,6.9,8.1
Alexis Miller,f,manager,12.0,4/22/66,92.0,186.0,Montreal,2208-02-24,0.43678160919540227,7.8,9.0,7.8
Barbara Nabokov,f,laborer,13.8,8/13/66,85.0,193.0,Sydney,2208-02-18,0.5977011494252874,8.4,7.7,7.4
Jose Dreiser,m,bartender,,6/18/66,79.0,166.0,London,2208-02-24,0.4195402298850574,8.3,7.6,7.3
Henry Maddison,m,,10.0,5/8/79,70.0,164.0,Sydney,2208-02-24,0.5114942528735632,7.1,7.0,8.6
Elizabeth Morrison,f,,15.9,11/6/62,86.0,178.0,Los Angeles,2208-02-24,0.7528735632183908,7.9,7.5,8.7
Ronald Davis,m,electrician,13.8,12/9/61,77.0,199.0,Seattle,2208-02-12,0.5114942528735633,8.1,8.6,7.4
Ralph Laurie,m,laborer,14.0,2/15/94,81.0,170.0,Melbourne,2208-02-15,0.7701149425287356,6.9,8.5,8.6
Andrea Griffin,f,plant worker,9.5,3/22/75,72.0,169.0,Los Angeles,2208-02-13,0.4022988505747126,7.8,6.9,9.1
Ruth Martinez,,plant worker,10.2,10/24/99,83.0,197.0,Birmingham,2208-02-19,0.6379310344827587,9.0,6.4,8.3
Patrick Joyce,m,cook,12.3,3/26/62,90.0,170.0,Montreal,2208-02-24,0.4885057471264368,7.1,9.2,9.4
Arthur Gilmour,m,server,10.0,1/20/75,70.0,185.0,Los Angeles,2208-02-24,0.4885057471264368,7.4,8.6,7.4
Kayla Mikkelsen,f,server,9.5,4/12/96,75.0,176.0,Vancouver,,0.5229885057471264,8.1,8.0,8.3
Matthew Marquez,m,trader,15.1,1/22/90,92.0,178.0,Seattle,2208-02-22,0.8103448275862069,7.6,8.0,6.8
Louis Granger,m,carpenter,14.2,11/18/73,68.0,169.0,Sydney,2208-02-16,0.660919540229885,9.2,8.1,9.6
Billy Gilmour,m,cashier,9.8,6/3/78,,183.0,Sydney,2208-02-20,0.3793103448275863,7.6,9.9,9.3
Martha Marquez,f,carpenter,14.0,1/27/70,83.0,184.0,Manchester,2208-02-21,0.6321839080459769,8.2,8.5,9.5
Alan Harris,m,clerk,16.3,7/28/78,78.0,199.0,Seattle,2208-02-23,0.8678160919540231,7.9,8.5,8.1
Catherine Orwell,f,carpenter,14.2,9/26/80,77.0,164.0,Toronto,2208-02-24,0.6436781609195402,7.1,,8.1
Sophia Bradbury,f,trader,15.2,10/16/85,92.0,164.0,Montreal,2208-02-22,0.7873563218390806,9.0,6.4,8.8
Helen Smith,f,cook,12.5,10/10/63,80.0,176.0,Brisbane,2208-02-23,0.5632183908045977,7.3,7.7,7.5
Bruce Orwell,m,,12.5,10/21/82,82.0,199.0,Vancouver,2208-02-22,0.5574712643678161,,8.7,7.4
Julie Laurie,f,laborer,,11/19/75,71.0,161.0,Manchester,2208-02-21,,8.6,5.9,7.4
Joshua Gonzalez,m,trader,15.5,10/24/85,90.0,178.0,Seattle,2208-02-24,0.7471264367816092,9.5,7.1,9.9
Michael Dickens,m,developer,14.0,7/20/91,72.0,172.0,Sydney,2208-02-24,0.6954022988505746,8.3,7.6,8.6
Christian Kafka,m,clerk,16.0,10/16/61,89.0,166.0,Manchester,2208-02-19,0.6379310344827586,,7.3,7.5
Jessica Dickens,f,,12.0,12/4/72,84.0,166.0,Montreal,,0.47126436781609193,9.8,9.4,9.0
Dorothy Wilson,f,,,2/24/71,66.0,177.0,London,2208-02-14,0.7701149425287357,6.9,7.7,7.3
Dennis Mikkelsen,m,cashier,10.0,2/24/67,87.0,194.0,Seattle,2208-02-20,0.3850574712643678,6.8,7.9,10.5
Donna Banner,f,manager,12.5,11/14/98,74.0,179.0,Vancouver,2208-02-15,0.7068965517241379,9.5,9.1,8.9
Steven Harris,m,police officer,13.7,3/23/74,85.0,175.0,Los Angeles,2208-02-15,0.6954022988505747,8.1,8.3,10.6
Margaret Hall,f,carpenter,14.0,5/17/72,68.0,169.0,Toronto,2208-02-24,0.6436781609195402,7.1,7.6,
Kimberly Lewis,f,bartender,12.0,,87.0,,Montreal,2208-02-22,0.5977011494252873,8.4,7.3,7.9
Brian Taylor,m,,10.0,,65.0,186.0,Manchester,2208-02-20,0.28735632183908044,7.7,6.5,7.3
Austin Lewis,m,trader,15.1,5/16/98,77.0,161.0,Toronto,,0.7988505747126436,7.3,8.0,8.9
Johnny Garcia,m,trader,15.1,4/21/85,67.0,169.0,Manchester,2208-02-22,0.7241379310344828,8.3,7.7,8.8
Jean Carry,f,trader,15.0,2/28/85,76.0,162.0,Los Angeles,2208-02-24,0.8333333333333335,8.3,9.1,9.2
Jordan London,m,cook,12.5,2/6/67,68.0,170.0,Melbourne,2208-02-24,0.47126436781609193,8.1,6.6,8.3
Brittany Wilson,f,bartender,11.9,1/15/60,86.0,174.0,Melbourne,2208-02-22,0.45402298850574707,8.2,8.6,7.0
Catherine Williams,f,developer,13.8,12/26/65,93.0,166.0,,2208-02-24,0.649425287356322,8.6,8.0,7.9
Melissa Hemingway,f,bartender,11.5,7/10/94,68.0,188.0,,2208-02-14,0.5689655172413792,6.9,9.5,8.9
Catherine Rodriguez,f,bookkeeper,16.0,5/10/60,78.0,166.0,Melbourne,2208-02-23,0.632183908045977,7.7,6.8,7.5
,f,,14.0,6/15/95,77.0,187.0,Toronto,2208-02-24,0.718390804597701,8.4,7.1,9.3
Alice Golding,f,bookkeeper,16.0,10/24/64,76.0,168.0,Montreal,2208-02-23,0.7126436781609197,7.6,5.7,8.3
Louis Thomas,m,clerk,16.3,4/9/63,89.0,184.0,Manchester,2208-02-13,0.781609195402299,8.5,9.1,8.4
Juan Heller,m,manager,12.0,9/5/99,70.0,173.0,Sydney,2208-02-15,0.6839080459770115,8.6,8.1,6.7
Jeffrey Laurie,m,developer,14.0,5/18/68,,164.0,Birmingham,2208-02-14,0.5632183908045977,8.0,8.8,
Ronald Walker,m,janitor,8.0,6/21/60,69.0,166.0,Sydney,2208-02-18,0.2298850574712644,6.7,8.0,7.6
Michelle Joyce,f,trader,15.0,6/4/65,84.0,175.0,Montreal,2208-02-17,0.660919540229885,7.1,6.8,9.6
